experiment_name,datetime,model_name,imb_sampling,imb_criterion,focal_gamma,epochs,batch_size,lr,weight_decay,dropout,hidden_units,es_patience,es_delta,lr_patience,lr_factor,lr_threshold,validation_metric,best_val_score,best_val_epoch,saved_state_dict,accuracy,precision,recall,specificity,f1_score,auroc,average_precision
base_resnet_model,2024-10-04 20:51:05,resnet50,False,False,0.0,20,16,0.001,1e-05,0.3,512,8,0.001,5,0.5,0.001,f1_score,0.8971,19,,0.969565212726593,0.9230769276618958,0.8999999761581421,0.9842105507850647,0.9113923907279968,0.9735854864120483,0.9576683044433594
